첨부파일	Lab 일련번호	분류	도포 날짜	원단	점착제	경화제	첨가제	도포량	작업자	점착력	가열압착	내열성	내후성	내습성	야외폭로	가공/유지력	절곡	레이저컷팅	내충격성	비고
	1513	장기물성개선용(HDDA 0.5%적용검토) CX100/0.6%	2025-4-1 0:00:00	(G75)	S250325H	(CX100/0.6%)	(TSR5903/5%)	(1.2)(#12)	노항우	(271,246)*(초/90/BA)						0	0	0	0	
25-04-04_1512_가열압착(BA)_탈리.pdf;25-04-11_1465,1507-1509,1511,1512(항1주)_가열압착(BA)_탈리.pdf;25-04-14_1465,1507-1509,1511,1512(항항1.5주)_가열압착(BA)_탈리.pdf;25-04-18_1465,1507-1509,1511,1512(항2주)_가열압착(BA)_탈리.pdf	1512	장기물성개선용(HDDA 0.5%적용검토) CX100/0.2%	2025-4-2 0:00:00	(G75)	S250325H	(CX100/0.2%)	(TSR5903/5%)	(1.2)(#12)	노항우	(302,318/353,393/376,386/424,414/431,445)*(초/90/BA/항항0,0.5,1,1.5,2주)	(300/300/382/421/441>705_탈리/690/703_탈리/709_탈리/794_탈리)*(가/90/BA/항항0,0.5,1,1.5,2주)		(7일양호)*(BA)			0	0	0	0	
25-04-11_1465,1507-1509,1511,1512(항1주)_가열압착(BA)_탈리.pdf;25-04-14_1465,1507-1509,1511,1512(항항1.5주)_가열압착(BA)_탈리.pdf;25-04-17_레이저 컷팅 요약.txt;25-04-17_SGO965BD,911E60G100,911R60G75,1511_레이저컷팅(BA1.5T,fiber).pdf;25-04-18_1465,1507-1509,1511,1512(항2주)_가열압착(BA)_탈리.pdf	1511	장기물성개선용(HDDA 0.5%적용검토) CX100/0.3%	2025-4-2 0:00:00	(G75)	S250325H	(CX100/0.3%)	(TSR5903/5%)	(1.2)(#12)	노항우	(285,284/340,325/340,384/420,413/428,425)*(초/90/BA/항항0,0.5,1,1.5,2주)	(250/281/400/394/389>636/599/699_탈리/724_탈리/765_탈리)*(가/90/BA/항항0,0.5,1,1.5,2주)		(7일양호)*(BA)			0	0	1	0	
	1510	신규(GG100um적용검토)1465+GG100원단	2025-4-2 0:00:00	(G100)	911	(CX100/0.8%)	(TSR5903/5%)	(1.2)(#12)	박다영	(350,356)*(초/90/BA)	(268>682)*(가/90/BA)					0	0	0	0	
25-04-11_1465,1507-1509,1511,1512(항1주)_가열압착(BA)_탈리.pdf;25-04-14_1465,1507-1509,1511,1512(항항1.5주)_가열압착(BA)_탈리.pdf;25-04-18_1465,1507-1509,1511,1512(항2주)_가열압착(BA)_탈리.pdf	1509	장기물성개선용(유화제함량조절)SR-1025/1.25%+ER-10/0.1%	2025-4-2 0:00:00	(G75)	S250401H	(CX100/0.8%)	(TSR5903/5%)	(1.2)(#12)	노항우	(428,423/447,448/492,514/503,515/501,474)*(초/90/BA/항항0,0.5,1,1.5,2주)	(320/426/483/496/500>673/679/819/889_탈리/862_탈리)*(가/90/BA/항항0,0.5,1,1.5,2주)		(7일양호)*(BA)			0	0	0	0	
25-04-11_1465,1507-1509,1511,1512(항1주)_가열압착(BA)_탈리.pdf;25-04-14_1465,1507-1509,1511,1512(항항1.5주)_가열압착(BA)_탈리.pdf;25-04-18_1465,1507-1509,1511,1512(항2주)_가열압착(BA)_탈리.pdf	1508	장기물성개선용(유화제함량조절)SR-1025/1.25%	2025-4-2 0:00:00	(G75)	S250401G	(CX100/0.8%)	(TSR5903/5%)	(1.2)(#12)	노항우	(410,376/434,415/492,482/500,495/480,488)*(초/90/BA/항항0,0.5,1,1.5,2주)	(334/373/476/506/501>695/649/769_탈리/722_탈리/874_탈리)*(가/90/BA/항항0,0.5,1,1.5,2주)		(7일양호)*(BA)			0	0	0	0	
25-04-03_1465,1507_내후(BA)_6일 탈리.pdf;25-04-11_1465,1507-1509,1511,1512(항1주)_가열압착(BA)_탈리.pdf;25-04-14_1465,1507-1509,1511,1512(항항1.5주)_가열압착(BA)_탈리.pdf;25-04-18_1465,1507-1509,1511,1512(항2주)_가열압착(BA)_탈리.pdf	1507	장기물성개선용(유화제함량조절)ER-10/0.1%	2025-4-2 0:00:00	(G75)	S250401F	(CX100/0.8%)	(TSR5903/5%)	(1.2)(#12)	노항우	(398,429/469,447/457,456/495,465/473,465)*(초/90/BA/항항0,0.5,1,1.5,2주)	(356/441/477/464/479>660/610/760_탈리/687_탈리/887_탈리)*(가/90/BA/항항0,0.5,1,1.5,2주)		(6일탈리)*(BA)			0	0	0	0	
25-04-03_SGO633TH,909W,1500-1506_가공성(1h,8mm,2B)_0d.pdf;25-04-03_SGO633TH,909W,1500-1506_가공성(1h,8mm,2B)_1d.pdf;25-04-03_SGO633TH,909W,1500-1506_가공성(1h,8mm,2B)_2d.pdf;25-04-07_SGO633TH,1501,1504,1506_유지력(10cm to 10.5cm)_0min..pdf;25-04-07_SGO633TH,1501,1504,1506_유지력(10cm to 10.5cm)_1d.pdf;25-04-07_SGO633TH,1501,1504,1506_유지력(10cm to 10.5cm)_20min..pdf;25-04-07_SGO633TH,1501,1504,1506_유지력(10cm to 10.5cm)_60min..pdf;25-04-07_SGO633TH,1501,1504,1506_유지력(10cm to 10.5cm)_6hr..pdf	1506	가공용(SGO-633TH, 423TM 대체)Ref. = 909W사선80목	2025-4-1 0:00:00	(SW45)	909	(CX100/2.75%)(SV02/2%)	(TSR5903/10%)(SA3/0.2%)	(2)(#10)	노항우	(159,164,178,157/163,139/211,211/228,230/275,270)*(초/90/BA/항0,0.5,1,1.5,2주)	(158>326)*(가/90/VHPC BA)+(/187/223/>/330/358/398)*(가/90/BA/항0,0.5,1,1.5주)		(7일양호)*(BA)			1	0	0	0	
25-04-03_SGO633TH,909W,1500-1506_가공성(1h,8mm,2B)_0d.pdf;25-04-03_SGO633TH,909W,1500-1506_가공성(1h,8mm,2B)_1d.pdf;25-04-03_SGO633TH,909W,1500-1506_가공성(1h,8mm,2B)_2d.pdf	1505	가공용(SGO-633TH, 423TM 대체)1489+TSR5903/15%+2.7배합	2025-4-1 0:00:00	(SW45)	909	(CX100/2%)(SV02/1.5%)	(TSR5903/15%)(SA3/0.2%)	(2.7)(#4)	노항우	(156,151)*(초/90/BA)	(108>245)*(가/90/VHPC BA)					1	0	0	0	
25-04-03_SGO633TH,909W,1500-1506_가공성(1h,8mm,2B)_0d.pdf;25-04-03_SGO633TH,909W,1500-1506_가공성(1h,8mm,2B)_1d.pdf;25-04-03_SGO633TH,909W,1500-1506_가공성(1h,8mm,2B)_2d.pdf;25-04-07_633TH,1501,1504,1506_내후(BA)_7일 오염.pdf;25-04-07_SGO633TH,1501,1504,1506_유지력(10cm to 10.5cm)_0min..pdf;25-04-07_SGO633TH,1501,1504,1506_유지력(10cm to 10.5cm)_1d.pdf;25-04-07_SGO633TH,1501,1504,1506_유지력(10cm to 10.5cm)_20min..pdf;25-04-07_SGO633TH,1501,1504,1506_유지력(10cm to 10.5cm)_60min..pdf;25-04-07_SGO633TH,1501,1504,1506_유지력(10cm to 10.5cm)_6hr..pdf	1504	가공용(SGO-633TH, 423TM 대체)1488+TSR5903/15%+2.7배합	2025-4-1 0:00:00	(SW45)	909	(CX100/2%)(SV02/2%)	(TSR5903/15%)(SA3/0.2%)	(2.7)(#4)	노항우	(138,139,143,147,130,145/116,119/161,157/176,179/185,170)*(초/90/BA/항0,0.5,1,1.5,2주)	(72/>257/220)*(가/90/VHPC BA,#4)+(/136/171/>240/252/322/319)*(가/90/BA/항0,0.5,1,1.5주)		(7일오염)*(BA)			1	0	0	0	
25-04-03_SGO633TH,909W,1500-1506_가공성(1h,8mm,2B)_0d.pdf;25-04-03_SGO633TH,909W,1500-1506_가공성(1h,8mm,2B)_1d.pdf;25-04-03_SGO633TH,909W,1500-1506_가공성(1h,8mm,2B)_2d.pdf	1503	가공용(SGO-633TH, 423TM 대체)1487+TSR5903/15%+2.7배합	2025-4-1 0:00:00	(SW45)	909	(CX100/1.5%)(SV02/3%)	(TSR5903/15%)(SA3/0.2%)	(2.7)(#4)	노항우	(191,163)*(초/90/BA)	(122>293)*(가/90/VHPC BA)					1	0	0	0	
25-04-03_SGO633TH,909W,1500-1506_가공성(1h,8mm,2B)_0d.pdf;25-04-03_SGO633TH,909W,1500-1506_가공성(1h,8mm,2B)_1d.pdf;25-04-03_SGO633TH,909W,1500-1506_가공성(1h,8mm,2B)_2d.pdf	1502	가공용(SGO-633TH, 423TM 대체)1489+2.7배합	2025-4-1 0:00:00	(SW45)	909	(CX100/2%)(SV02/1.5%)	(TSR5903/20%)(SA3/0.2%)	(2.7)(#4)	노항우	(191,189)*(초/90/BA)	(131>252)*(가/90/VHPC BA)					1	0	0	0	
25-04-03_SGO633TH,909W,1500-1506_가공성(1h,8mm,2B)_0d.pdf;25-04-03_SGO633TH,909W,1500-1506_가공성(1h,8mm,2B)_1d.pdf;25-04-03_SGO633TH,909W,1500-1506_가공성(1h,8mm,2B)_2d.pdf;25-04-07_633TH,1501,1504,1506_내후(BA)_7일 오염.pdf;25-04-07_SGO633TH,1501,1504,1506_유지력(10cm to 10.5cm)_0min..pdf;25-04-07_SGO633TH,1501,1504,1506_유지력(10cm to 10.5cm)_1d.pdf;25-04-07_SGO633TH,1501,1504,1506_유지력(10cm to 10.5cm)_20min..pdf;25-04-07_SGO633TH,1501,1504,1506_유지력(10cm to 10.5cm)_60min..pdf;25-04-07_SGO633TH,1501,1504,1506_유지력(10cm to 10.5cm)_6hr..pdf	1501	가공용(SGO-633TH, 423TM 대체)1488+2.7배합	2025-4-1 0:00:00	(SW45)	909	(CX100/2%)(SV02/2%)	(TSR5903/20%)(SA3/0.2%)	(2.7)(#4)	노항우	(188,189,144,148)*(초/90/BA)	(132>253)*(가/90/VHPC BA)		(7일오염)*(BA)			1	0	0	0	
25-04-03_SGO633TH,909W,1500-1506_가공성(1h,8mm,2B)_0d.pdf;25-04-03_SGO633TH,909W,1500-1506_가공성(1h,8mm,2B)_1d.pdf;25-04-03_SGO633TH,909W,1500-1506_가공성(1h,8mm,2B)_2d.pdf	1500	가공용(SGO-633TH, 423TM 대체)1487+2.7배합	2025-4-1 0:00:00	(SW45)	909	(CX100/1.5%)(SV02/3%)	(TSR5903/20%)(SA3/0.2%)	(2.7)(#4)	노항우	(166,164)*(초/90/BA)	(147>311)*(가/90/VHPC BA)					1	0	0	0	
	1499	가공용(SGO164D대체)Ref. = 913A사선120목	2025-4-1 0:00:00	(T58)	913	(CX100/1.3%)		(2.7)(#8)	박다영	(189,185,230,196/210,205)*(초/90/BA/숙성3,6일차)+(100/)*(초/180/DCM4144/숙성3,6일차)	(100>400)*(가:80도1일/180/DCM4144/6일숙성)					0	0	0	0	
	1498	가공용(SGO164D대체)1466+점착제40도보관2주차	2025-4-1 0:00:00	(T58)	S250313H(40도오븐/14d)	(TEPA/2%)		(2)(#8)	박다영	(343,339,393,382/280,285)*(초/90/BA/숙성3,6일차)+(200/)*(초/180/DCM4144/숙성3,6일차)	(70>390)*(가:80도1일/180/DCM4144/6일숙성)					0	0	0	0	
25-04-03_SGO457,911N,1446,1494-1497_유지력(10cm to 10.5cm,2B3T)_0min..pdf;25-04-03_SGO457,911N,1446,1494-1497_유지력(10cm to 10.5cm,2B3T)_10min..pdf;25-04-03_SGO457,911N,1446,1494-1497_유지력(10cm to 10.5cm,2B3T)_20min..pdf;25-04-03_SGO457,911N,1446,1494-1497_유지력(10cm to 10.5cm,2B3T)_60min..pdf	1497	건축내외장재용(SGO457대체용)1446+SV02/2%+TSR5903/10%	2025-4-1 0:00:00	(WPO100)	911:913=9:1	(CX100/1.5%)(SV02/2%)	(TSR5903/10%)	(1.2)(#12)	박다영	(305,305/354,349/438,387/349,465)*(초/90/BA/항항0,0.5,1,1.5주)	(/221/320/393>/630/708/722)*(가/90/BA/항항0,0.5,1,1.5주)+(143>227_그림자)*(가/90/2B3T)					1	0	0	0	
25-04-03_SGO457,911N,1446,1494-1497_유지력(10cm to 10.5cm,2B3T)_0min..pdf;25-04-03_SGO457,911N,1446,1494-1497_유지력(10cm to 10.5cm,2B3T)_10min..pdf;25-04-03_SGO457,911N,1446,1494-1497_유지력(10cm to 10.5cm,2B3T)_20min..pdf;25-04-03_SGO457,911N,1446,1494-1497_유지력(10cm to 10.5cm,2B3T)_60min..pdf;25-04-14_1446,1494,1496(항항1.5주)_가열압착(BA)_탈리 및 스탑마킹.pdf	1496	건축내외장재용(SGO457대체용)1446+SV02/1%+TSR5903/10%	2025-4-1 0:00:00	(WPO100)	911:913=9:1	(CX100/1.5%)(SV02/1%)	(TSR5903/10%)	(1.2)(#12)	박다영	(325,323/381,364/395,415/411,489)*(초/90/BA/항항0,0.5,1,1.5주)	(/237/375/426>/711/780/742_스탑마킹)*(가/90/BA/항항0,0.5,1,1.5주)+(157>230_그림자)*(가/90/2B3T)					1	0	0	0	
25-04-03_SGO457,911N,1446,1494-1497_유지력(10cm to 10.5cm,2B3T)_0min..pdf;25-04-03_SGO457,911N,1446,1494-1497_유지력(10cm to 10.5cm,2B3T)_10min..pdf;25-04-03_SGO457,911N,1446,1494-1497_유지력(10cm to 10.5cm,2B3T)_20min..pdf;25-04-03_SGO457,911N,1446,1494-1497_유지력(10cm to 10.5cm,2B3T)_60min..pdf	1495	건축내외장재용(SGO457대체용)1446+SV02/2%+TSR5903/5%	2025-4-1 0:00:00	(WPO100)	911:913=9:1	(CX100/1.5%)(SV02/2%)	(TSR5903/5%)	(1.2)(#12)	박다영	(245,255/260,271/288,329/460,440)*(초/90/BA/항항0,0.5,1,1.5주)	(/179/301/445>/479/538/710)*(가/90/BA/항항0,0.5,1,1.5주)+(113>180_그림자)*(가/90/2B3T)					1	0	0	0	
25-04-03_SGO457,911N,1446,1494-1497_유지력(10cm to 10.5cm,2B3T)_0min..pdf;25-04-03_SGO457,911N,1446,1494-1497_유지력(10cm to 10.5cm,2B3T)_10min..pdf;25-04-03_SGO457,911N,1446,1494-1497_유지력(10cm to 10.5cm,2B3T)_20min..pdf;25-04-03_SGO457,911N,1446,1494-1497_유지력(10cm to 10.5cm,2B3T)_60min..pdf;25-04-14_1446,1494,1496(항항1.5주)_가열압착(BA)_탈리 및 스탑마킹.pdf	1494	건축내외장재용(SGO457대체용)1446+SV02/1%+TSR5903/5%	2025-4-1 0:00:00	(WPO100)	911:913=9:1	(CX100/1.5%)(SV02/1%)	(TSR5903/5%)	(1.2)(#12)	박다영	(253,251/280,290/420,359/409,396)*(초/90/BA/항항0,0.5,1,1.5주)	(/205/243/381>/545/667/768_탈리)*(가/90/BA/항항0,0.5,1,1.5주)+(107>210_그림자)*(가/90/2B3T)					1	0	0	0	
25-04-27_SGO413,1568,1628_유지력(10cm to 10.5cm)_0min.pdf;25-04-27_SGO413,1568,1628_유지력(10cm to 10.5cm)_10min.pdf;25-04-27_SGO413,1568,1628_유지력(10cm to 10.5cm)_20min.pdf	1568	장기물성개선용(909AC/HDDA적용검토)909 Lab 합성	2025-4-17 0:00:00	(T45)	S250416G	(CX100/3.5%)(SV02/2%)	(SA3/0.2%)	(4)(#3)	노항우	(28,35,47,52)*(초/90/BA)	(33>171,196)*(가/90/BA)					1	0	0	0	
	1569	장기물성개선용(909AC/HDDA적용검토)909+HDDA 0.25%	2025-4-17 0:00:00	(T45)	S250415H	(CX100/3.5%)(SV02/2%)	(SA3/0.2%)	(4)(#3)	노항우	(31,34,54,42)*(초/90/BA)	(41>182,147)*(가/90/BA)		(7일양호)*(BA)			0	0	0	0	
	1570	장기물성개선용(909AC/HDDA적용검토)1569+CX100/1.8%+SV02/1%	2025-4-17 0:00:00	(T45)	S250415H	(CX100/1.8%)(SV02/1%)	(SA3/0.2%)	(4)(#3)	노항우	(48,48)*(초/90/BA)	(54>208)*(가/90/BA)					0	0	0	0	
	1571	건축내외장재용(태국알루미늄프로파일용)911E 사선80목+B45	2025-4-17 0:00:00	(B45)	911	(CX100/0.8%)	(TSR5903/5%)	(1.2)(#10)	노항우	(232,267)*(초/90/BA)	(269>443)*(가/90/BA)	(양호)*(150도15분/BA)+(양호)*(60도3d/AL프로파일)				0	0	0	0	
	1572	건축내외장재용(태국알루미늄프로파일용)1571+TSR5903/0%	2025-4-17 0:00:00	(B45)	911	(CX100/0.8%)		(1.2)(#10)	노항우	(200,189)*(초/90/BA)	(205>415)*(가/90/BA)	(양호)*(150도15분/BA)+(양호)*(60도3d/AL프로파일)				0	0	0	0	
	1573	건축내외장재용(태국알루미늄프로파일용)1571+2배합	2025-4-17 0:00:00	(B45)	911	(CX100/0.8%)	(TSR5903/5%)	(2)(#10)	노항우	(235,232)*(초/90/BA)	(249>361)*(가/90/BA)	(양호)*(150도15분/BA)+(양호)*(60도3d/AL프로파일)				0	0	0	0	
	1574	건축내외장재용(태국알루미늄프로파일용)1573+TSR5903/0%	2025-4-17 0:00:00	(B45)	911	(CX100/0.8%)		(2)(#10)	노항우	(199,180)*(초/90/BA)	(211>457)*(가/90/BA)	(양호)*(150도15분/BA)+(양호)*(60도3d/AL프로파일)				0	0	0	0	
	1575	가공용(SGO164D대체)1520+1-Methylimidazole 0.1%	2025-4-17 0:00:00	(T58)	S250402G	(TEPA/2%)	(1-MID/0.1%)	(2)(#8)	박다영	(465,506/380,353/333,366/320,333)*(초/90/BA/숙성1,2,3,4일)						0	0	0	0	
	1576	가공용(SGO164D대체)1520+1-Methylimidazole 1%	2025-4-17 0:00:00	(T58)	S250402G	(TEPA/2%)	(1-MID/1%)	(2)(#8)	박다영	(443,438//385,346/357,372)*(초/90/BA/숙성1,2,3,4일)						0	0	0	0	
	1577	가공용(SGO164D대체)1555+1-Methylimidazole 0.1%	2025-4-17 0:00:00	(T58)	S250402G	(m-XDA/2%)	(1-MID/0.1%)	(2)(#8)	박다영	(469,484/395,376,371,350/346,338/311,333)*(초/90/BA/숙성1,2,3,4일)						0	0	0	0	
	1578	가공용(SGO164D대체)1555+1-Methylimidazole 1%	2025-4-17 0:00:00	(T58)	S250402G	(m-XDA/2%)	(1-MID/1%)	(2)(#8)	박다영	(464.446/364,347/348,344/324,335)*(초/90/BA/숙성1,2,3,4일)						0	0	0	0	
	1579	가공용(SGO164D대체)1520+KCA2340/2%	2025-4-17 0:00:00	(T58)	S250402G	(KCA2340/2%)		(2)(#8)	박다영	(480,464/467,462/)*(초/90/BA/숙성1,2,3일)						0	0	0	0	석출발생
25-05-07_1580,1629-1631(항1.5주)_가열압착(BA)_탈리.pdf;25-05-14_1580,1692,1734-1736_유지력(10cm to 10.5cm)_0min..pdf;25-05-14_1580,1692,1734-1736_유지력(10cm to 10.5cm)_20min..pdf;25-05-14_1580,1692,1734-1736_유지력(10cm to 10.5cm)_60min..pdf;25-05-16_레이저 컷팅 요약.txt;25-05-16_SGO965BD,1580,1586,1692,1734-1736_레이저컷팅(No4 1.5T,fiber).pdf;25-05-19_1580,1645,1646,1692-1695(항1.5)_가열압착(BA)_탈리.pdf;25-05-23_1580,1692,1734-1736(항1.5)_가열압착(BA)_탈리.pdf;25-06-26_1580,1981,1983(항1.5주)_가열압착(BA)_탈리.pdf	1580	장기물성개선용(911E/HDDA적용검토/ref.)911점착제	2025-4-18 0:00:00	(G75)	911	(CX100/0.8%)	(TSR5903/5%)	(1.2)(#12)	노항우	(315,310,335,317,327,324,345,330,340,315,335,335/395,410,365,375,350,345,340/485,485,410,425,510,500,560,517,450,484/505,575,430,415,455,495,405,390,580,575,365)*(초/90/BA/항0,0.5,1,1.5주)	(320/340//>530,480,490,615,565,570,520,603/735_탈리,635,650_탈리,735_탈리,621_탈리,705_탈리,685_탈리/622_탈리,695_탈리,725_탈리,735_탈리,650_탈리,715_탈리/875_탈리,640_탈리,850_탈리,630_탈리,710_탈리,680_탈리)*(가/90/BA/항0,0.5,1,1.5주)					1	0	1	0	
	1581	장기물성개선용(911E/HDDA적용검토/CS점착제)CS250418A	2025-4-18 0:00:00	(G75)	CS250418A	(CX100/0.8%)	(TSR5903/5%)	(1.2)(#12)	노항우	(245,220)*(초/90/BA)	(>238)*(가/90/BA)					0	0	0	0	
	1582	장기물성개선용(911E/HDDA적용검토/CS점착제)1581+CX100/0.3%	2025-4-18 0:00:00	(G75)	CS250418A	(CX100/0.3%)	(TSR5903/5%)	(1.2)(#12)	노항우	(270,270)*(초/90/BA)	(>433)*(가/90/BA)					0	0	0	0	
	1583	장기물성개선용(911E/HDDA적용검토/CS점착제)1581+CX100/0.2%	2025-4-18 0:00:00	(G75)	CS250418A	(CX100/0.2%)	(TSR5903/5%)	(1.2)(#12)	노항우	(290,290,250,230)*(초/90/BA)	(278>413,431)*(가/90/BA)					0	0	0	0	
	1584	장기물성개선용(911E/HDDA적용검토/CS점착제)CS250418B	2025-4-18 0:00:00	(G75)	CS250418B	(CX100/0.8%)	(TSR5903/5%)	(1.2)(#12)	노항우	(210,210)*(초/90/BA)	(>262)*(가/90/BA)					0	0	0	0	
	1585	장기물성개선용(911E/HDDA적용검토/CS점착제)1584+CX100/0.3%	2025-4-18 0:00:00	(G75)	CS250418B	(CX100/0.3%)	(TSR5903/5%)	(1.2)(#12)	노항우	(243,275)*(초/90/BA)	(>260)*(가/90/BA)					0	0	0	0	
	1587	가공용(SGO164D대체)1520+2-Ethyl-4-methylimidazole 1%	2025-4-18 0:00:00	(T58)	S250402G	(TEPA/2%)	(2E4MI/1%)	(2)(#8)	박다영	(397,430/437,431/345,378/326,312)*(초/90/BA/숙성1,2,3,4일)						0	0	0	0	
	1588	가공용(SGO164D대체)1520+2,4,6-Tris(dimethylaminomethyl)phenol 1%	2025-4-18 0:00:00	(T58)	S250402G	(TEPA/2%)	(DMP-30/1%)	(2)(#8)	박다영	(408,416,428,446/397,380,377,401/328,353,359,378/315,348,201,198)*(초/90/BA/숙성1,2,3,4일)+(270/120/100/)*(초/180/DCM4144/숙성1,2,3,4일)+(371,342/288,241)*(초/90/BA/60도4일+상온6일,60도10일)						0	0	0	0	
	1589	가공용(SGO164D대체)1555+2-Ethyl-4-methylimidazole 1%	2025-4-18 0:00:00	(T58)	S250402G	(m-XDA/2%)	(2E4MI/1%)	(2)(#8)	박다영	(435,449/384,414/357,332/341,347)*(초/90/BA/숙성1,2,3,4일)						0	0	0	0	
	1590	가공용(SGO164D대체)1555+2,4,6-Tris(dimethylaminomethyl)phenol 1%	2025-4-18 0:00:00	(T58)	S250402G	(m-XDA/2%)	(DMP-30/1%)	(2)(#8)	박다영	(406,401/392,331/350,311/337,315)*(초/90/BA/숙성1,2,3,4일)+(309,303/250,227)*(초/90/BA/60도4일+상온6일,60도10일)						0	0	0	0	
25-04-28_1591_내후(BA)_9일 탈리.pdf	1591	건축내외장재용(태국알루미늄프로파일용)911E#60목B45	2025-4-21 0:00:00	(B45)	911	(CX100/0.8%)	(TSR5903/5%)	(1.2)(#12)	노항우	(255,235,300,303)*(초/90/BA/)	(314,300>753_탈리,441)*(가/90/BA)	(양호)*(150도15분/BA)+(양호)*(60도3d/AL프로파일)	(5일탈리,9일탈리)*(BA)			0	0	0	0	
25-05-16_레이저 컷팅 요약.txt;25-05-16_SGO965BD,1580,1586,1692,1734-1736_레이저컷팅(No4 1.5T,fiber).pdf	1586	장기물성개선용(911E/HDDA적용검토/CS점착제)1584+CX100/0.2%	2025-4-18 0:00:00	(G75)	CS250418B	(CX100/0.2%)	(TSR5903/5%)	(1.2)(#12)	노항우	(240,270,225,222,225,230/255,245/240,230/275,275)*(초/90/BA/항0,0.5,1,1.5주)	(236>310,335/300/595,585)*(가/90/BA/항0,0.5,1,1.5주)					0	0	1	0	
25-04-22_1594,1595_가열압착(BA)_탈리.pdf	1594	장기물성개선용(911E/2-EHA적용검토)BA:2-EHA=3:1	2025-4-21 0:00:00	(G75)	S250418G	(CX100/0.8%)	(TSR5903/5%)	(1.2)(#12)	노항우	(324,297)*(초/90/BA)	(314>753_탈리)*(가/90/BA)					0	0	0	0	
25-04-22_1594,1595_가열압착(BA)_탈리.pdf	1595	장기물성개선용(911E/2-EHA적용검토)BA:2-EHA=1:1	2025-4-21 0:00:00	(G75)	S250418H	(CX100/0.8%)	(TSR5903/5%)	(1.2)(#12)	노항우	(270,275)*(초/90/BA)	(293>627_탈리)*(가/90/BA)					0	0	0	0	
	1596	기초실험(수성이형제)911E#60 ref.	2025-4-21 0:00:00	(G75)	911	(CX100/0.8%)	(TSR5903/5%)	(1.2)(#12)	이민지	(272,295)*(초/90/BA)+(130)*(박리력/180/양쪽당김)	(263>494)*(가:100도1시간/90/BA)					0	0	0	0	
	1597	기초실험(수성이형제)1596+PEEL OIL	2025-4-21 0:00:00	(G75)_peel oil	911	(CX100/0.8%)	(TSR5903/5%)	(1.2)(#12)	이민지,진호철	(270,280)*(초/90/BA)+(15,20)*(박리력/180/양쪽당김)	(223>479)*(가:100도1시간/90/BA)					0	0	0	0	
25-04-22_1598-1600_가열압착(BA)_탈리.pdf	1598	기초실험(수성이형제)1596+PP25W	2025-4-21 0:00:00	(G75)_PP25W	911	(CX100/0.8%)	(TSR5903/5%)	(1.2)(#12)	이민지		(122>605_탈리)*(가:100도1시간/90/BA)					0	0	0	0	
25-04-21_수성 이형제(K-256,Z-2004) 건조 전후 코팅성.pdf;25-04-22_1598-1600_가열압착(BA)_탈리.pdf	1599	기초실험(수성이형제)1596+Z-2004	2025-4-21 0:00:00	(G75)_Z-2004	911	(CX100/0.8%)	(TSR5903/5%)	(1.2)(#12)	이민지		(0>50_탈리)*(가:100도1시간/90/BA)					0	0	0	0	
	1601	가공용(SGO164D대체)1588+2,4,6-Tris(dimethylaminomethyl)phenol 2%	2025-4-21 0:00:00	(T58)	S250402G	(TEPA/2%)	(DMP-30/2%)	(2)(#8)	박다영	(432,414/360,348/383,379/215,206)*(초/90/BA/숙성1,2,3,4일)+(280/150/160/)*(초/180/DCM4144/숙성1,2,3,4일)						0	0	0	0	
	1602	가공용(SGO164D대체)1588+2,4,6-Tris(dimethylaminomethyl)phenol 3%	2025-4-21 0:00:00	(T58)	S250402G	(TEPA/2%)	(DMP-30/3%)	(2)(#8)	박다영	(403,420/360,387/390,371/209,202)*(초/90/BA/숙성1,2,3,4일)+(290/100/115)*(초/180/DCM4144/숙성1,2,3,4일)						0	0	0	0	
	1603	장기물성개선용(910E/HDDA적용검토)910+HDDA 0.35%	2025-4-22 0:00:00	(T45)	S250421G	(CX100/2%)(SV02/1.5%)	(SA3/0.2%)	(2.7)(#3)	노항우	(50,60)*(초/90/BA)	(54>160)*(가/90/BA)		(7일양호)*(BA)			0	0	0	0	
	1604	장기물성개선용(910E/HDDA적용검토)1603+CX100/1%+SV02/0.7%	2025-4-22 0:00:00	(T45)	S250421G	(CX100/1%)(SV02/0.7%)	(SA3/0.2%)	(2.7)(#3)	노항우	(91,93)*(초/90/BA)	(112>230)*(가/90/BA)					0	0	0	0	
	1605	장기물성개선용(910E/HDDA적용검토)910+HDDA 0.5%	2025-4-22 0:00:00	(T45)	S250421H	(CX100/2%)(SV02/1.5%)	(SA3/0.2%)	(2.7)(#3)	노항우	(40,59,47,43)*(초/90/BA)	(52,52>155,162)*(가/90/BA)		(7일양호)*(BA)			0	0	0	0	
25-04-21_수성 이형제(K-256,Z-2004) 건조 전후 코팅성.pdf;25-04-22_1598-1600_가열압착(BA)_탈리.pdf	1600	기초실험(수성이형제)1596+K-256	2025-4-21 0:00:00	(G75)_K-256	911	(CX100/0.8%)	(TSR5903/5%)	(1.2)(#12)	이민지		(0>440_탈리)*(가:100도1시간/90/BA)					0	0	0	0	
	1606	장기물성개선용(910E/HDDA적용검토)1605+CX100/1%+SV02/0.7%	2025-4-22 0:00:00	(T45)	S250421H	(CX100/1%)(SV02/0.7%)	(SA3/0.2%)	(2.7)(#3)	노항우	(94,102)*(초/90/BA)	(114>206)*(가/90/BA)					0	0	0	0	
